matrix_size,time,num_threads
600,0.015287366666666668,8
1000,0.06993306666666667,8
1400,0.23390033333333335,8
1800,0.8313079999999999,8
2200,1.5493233333333334,8
2600,1.7512266666666667,8
3000,2.6950333333333334,8
4096,6.943196666666666,8
6144,27.8274,8
8192,68.24766666666666,8
10240,151.26733333333334,8
